"Primary_Accession",count
"Q3YU11",20
"A4YZC4",302
"A4WE03",302
"Q4A611",302
"Q3SQ36",302
"P39040",48
"Q7WML9",10
"B2T6D4",10
"Q5QYG1",10
"A1TXW4",10
"B8GSS8",10
"Q8W4N3",1
"P50103",16
"Q04872",4
"Q59KI0",15
"Q8YCB1",14
"Q0BIZ6",18
"Q0K998",14
"Q8X6U5",18
"P10209",1
"Q17297",3
"Q8K1S3",1
"B7HYF9",34
"B9IS32",34
"B2V017",34
"B2TQZ9",34
"P43731",34
"Q65VN0",34
"A7WZ22",34
"A6TZ58",34
"Q2FJ62",34
"Q2G0J7",34
"A5IQD5",34
"Q5HI95",34
"A6QEN4",34
"P67075",34
"P67076",34
"A8YZS8",34
"P67077",34
"Q9SCQ2",13
"P52624",4
"P44391",145
"A4WR75",145
"A6UC35",145
"B3EMK1",6
"B2TQS8",6
"Q7VFX7",6
"Q1CSF2",6
"Q042E2",6
"Q928A4",6
"Q6KH72",6
"Q4UKL6",6
"B0BWK0",6
"A8GR53",6
"Q5HQX0",6
"A0PYB2",1
"Q6F216",1
"Q8A9J0",5
"Q92V04",38
"B5RLG8",148
"Q9Z993",148
"Q2NF87",148
"Q74MJ7",148
"C5A336",148
"Q834X8",148
"Q12WL0",148
"Q4J8L8",148
"Q9NHV9",1
"Q05112",8
"P36783",4
"P09877",4
"P04331",12
"Q9QSP1",6
"Q07860",420
"P50792",420
"P17388",420
"P70903",1
"A8QL59",16
"P03090",410
"P12907",410
"A8Y983",410
"Q91ID8",240
"Q3ZK58",200
"Q8JNB1",200
"Q09113",200
"P26193",185
"P25174",200
"Q96802",200
"Q85031",1563
"Q76WK3",1563
"P11852",1563
"P17466",1563
"A6QWZ2",2
"A8PE82",2
"Q03308",1
"O01258",4
"A6TVF1",1
"B7GQU6",1
"A7FYW9",1
"A5I7A0",1
"B1IFW1",1
"A7GIX1",1
"B1L268",1
"B8FXW4",1
"Q1WT80",1
"Q38Y99",1
"Q5YTQ2",1
"A4D7S0",2
"Q09YJ6",2
"Q07DW8",2
"Q09YI4",2
"P49338",2
"P51028",2
"O09053",2
"O65493",4
"A2QK83",1
"Q9AVK0",6
"Q4WUV9",14
"O43895",2
"B9JAF5",12
"B1Z405",12
"A4IP67",12
"P09033",132
"Q9X1Z5",12
"Q3MIF4",88
"Q13RB6",24
"A2QA27",35
"O00089",35
"Q6G1B6",6
"Q92TF1",6
"Q5NRI7",4
"Q5L437",54
"A0JR24",4
"Q48AN9",1
"Q7WBD0",1
"Q7WBC1",1
"A4QCX4",4
"Q1CS23",6
"Q3KGZ5",1
"Q7U6V8",2
"P30795",12
"A4G4L7",1
"Q7WMU0",1
"Q1AWE6",3
"P64811",12
"Q99Z86",2
"P64812",12
"P67125",2
"Q6G5P2",3
"P67126",2
"Q3ABZ3",2
"Q6G8W4",4
"Q8NW95",4
"Q115I9",1
"B0TZD8",3
"Q8NPZ8",3
"B2TL32",2
"Q8DME3",3
"A8LWZ6",3
"P62033",3
"Q6GFG0",2
"B2JE34",3
"A6LJI7",6
"Q2KYW0",3
"Q3IHQ9",6
"C1DAZ0",3
"Q1GYR5",3
"A7N0J7",1
"Q46Y94",6
"Q5KWQ7",3
"P59984",43
"P71973",30
"Q7NH22",10
"P62038",3
"C1CIC6",2
"Q7VUZ9",1
"B3QJF8",4
"Q4ZS10",3
"B8DJB8",1
"P58632",10
"Q73I47",4
"B1LSM6",2
"Q8EL49",2
"Q8U9K1",3
"B4U1A3",2
"Q130U9",3
"Q2FJJ8",4
"A5UG95",1
"Q2IS49",3
"Q6GJN2",4
"Q8XR33",1
"C0M7F4",2
"Q5HIN3",4
"P55487",8
"B1Z1S8",6
"B1Z2C1",1
"Q7URR4",3
"B2V8P8",3
"Q8F839",3
"A3DMH6",4
"B9DPU4",1
"Q6LTX5",1
"P30177",25
"Q0TCL8",6
"Q1R692",6
"P34209",1
"A7ZMF7",12
"P77378",10
"Q5PMZ4",3
"P67180",3
"P67179",3
"P10936",15
"P52141",4
"Q46911",4
"Q8FD47",6
"P40361",2
"Q9USH9",3
"Q9HE06",1
"Q5UQ76",3
"P96718",22
"Q7M760",1
"Q9U408",95
"P31946",95
"Q4R572",95
"A4K2U9",95
"O49997",95
"P30378",1
"P30462",1
"P30517",1
"P16215",1
"B6DXP5",29
"Q13362",3
"B0XQT1",233
"Q6MYX3",233
"Q1E5I0",1
"P46952",1
"A4REV8",1
"C3P1N9",4
"C3LE50",4
"Q81UJ9",4
"B7JSE3",4
"Q0TM75",4
"Q4ZN72",4
"Q5N3S0",4
"P0A3T1",2
"P25019",2
"P38720",14
"P41581",14
"P97277",105
"A8K2U0",34
"P21064",5
"P29808",6
"Q5R801",2
"D9J100",6
"Q9FWX8",61
"Q9C7F8",62
"Q0J185",53
"Q694C4",16
"Q8T6J5",11
"O35600",8
"Q08D64",42
"Q8PYC9",4
"Q6LYX4",4
"Q5ZKR7",7
"Q2XU92",3
"Q5WEF5",4
"A8ALA3",4
"Q473D1",4
"Q3ALN0",4
"B5YIK7",4
"A5CXS3",4
"A5F624",4
"Q9KPW8",4
"C3LPP8",4
"B2A865",60
"Q0A9A0",4
"C4L481",4
"C6XT67",4
"Q4ZVW0",4
"Q21CC1",4
"B2FNY8",4
"Q9C5K7",4
"Q8PV87",7
"Q0SJD4",6
"C5A0V3",4
"B1XC15",4
"P11071",4
"P54244",65
"Q2MKA5",70
"Q5IS51",70
"P11230",70
"P07510",70
"B8F420",40
"B9E7B7",40
"A4T166",40
"A2RC62",40
"Q6YZX6",16
"P56418",16
"Q99798",16
"P37032",16
"P36185",4
"P31224",90
"A1UR36",48
"Q9A2I0",49
"Q1H0J2",39
"Q14DH7",14
"P30165",176
"P53473",182
"O93400",182
"Q8TC94",3
"P53483",188
"Q9UVZ8",182
"O88839",16
"Q9Y3Q7",16
"Q9A0L9",4
"B1KUZ8",6
"Q929A9",6
"P37686",18
"P43652",160
"Q2TW69",24
"Q5AU92",24
"O34645",4
"P51569",63
"P30877",4
"P14550",8
"Q8RQN1",27
"P98205",40
"Q8PHB5",100
"Q9GP32",100
"P53444",58
"B9MAN2",54
"A7H3E3",42
"A9BR02",54
"A4J8G6",54
"G2K4Q7",54
"C0MEB7",54
"P10731",1
"Q9L543",24
"B1K2X7",24
"Q7W5K6",150
"B4E8G9",150
"B3R663",150
"P47631",150
"Q3SS04",150
"B3PUV3",150
"D5GHP2",63
"Q01117",40
"P14899",122
"O76261",50
"O76459",50
"O14744",8
"C5BV64",4
"Q2KV10",4
"A9I280",4
"B5XWN7",4
"B7KT22",4
"A6UZG7",4
"Q2K7Z9",4
"A6WKM4",4
"Q31P96",4
"Q8HZM6",64
"Q51739",10
"O88512",3
"Q801Q8",6
"Q9PKW2",5
"O28847",3
"B0RIE3",18
"Q57TF9",18
"B7MNS0",88
"B7LVT4",88
"Q0T8D4",88
"Q5HLQ6",88
"Q2SZC2",24
"Q62GY9",24
"A8AYL1",22
"Q5E7U3",22
"A6VDY0",24
"Q731G3",31
"Q5WEW7",31
"C0QYU7",27
"B9MR76",27
"P59307",27
"A7I4D1",15
"Q8TWF8",33
"Q12SN0",15
"Q089L1",15
"P05089",85
"Q8G5F0",8
"Q7WF54",8
"Q7W3S6",8
"B9WK98",8
"P0CM21",4
"Q3A246",8
"Q949V6",2
"B4E8D2",151
"O88101",151
"A7ML84",147
"Q3ZYF9",151
"A2SET3",151
"B1M509",151
"B4S7P9",151
"P59618",151
"Q024T3",151
"Q49W99",151
"A4W487",151
"A4VXZ3",151
"B8GSV2",151
"B4IBX2",1
"B7MG22",1
"A1ADA7",1
"Q1R9G0",1
"Q6C1X5",1
"C7GIN5",1
"Q255H3",35
"A1BIP2",16
"Q894D2",26
"B6J892",8
"Q5QZ50",24
"Q0ATJ1",24
"A6UTB9",16
"A7I8L8",23
"P19786",16
"P07637",21
"Q0HIX1",10
"Q01Q26",16
"Q3K2B0",21
"Q8E0U0",21
"B4U246",34
"Q2JLV2",15
"B7GVP5",4
"B7IAV6",4
"B0V8M9",4
"Q8KCK9",4
"C4K6Q9",4
"A6VDF9",4
"Q42885",18
"Q0A9B2",18
"B8DUQ4",18
"A8Z6F5",18
"A7H187",18
"B7JVZ9",18
"B4RN46",18
"B2J1W7",18
"A4XTH9",18
"A3PFR1",18
"Q6GGU3",18
"Q5M0L9",18
"Q5M555",18
"Q03LH3",18
"Q96Y94",18
"Q7U9F0",18
"Q8DB42",18
"P35146",10
"B2TQ57",10
"B7N529",22
"P24670",22
"Q2JRC6",6
"Q8FT32",233
"Q3AAZ0",233
"B0TZ52",233
"Q7VDJ2",233
"Q1MHI1",233
"B4SKN8",233
"B5FC62",233
"Q9BPX5",4
"Q9D898",4
"Q5R4M1",4
"Q1LZF2",3
"Q9N0H5",13
"Q5FYA8",20
"Q6FL84",11
"Q9R0W5",9
"Q31UP3",4
"Q5M5S6",4
"Q43011",5
"P31752",5
"B4GGF2",19
"B3MJ16",19
"Q21697",19
"A7Z7M0",44
"A3MNB7",44
"A2S7V6",44
"Q62EQ4",44
"A1V7X3",44
"A3NQI1",44
"Q3JWY8",44
"A3N4T7",44
"A5CSJ0",44
"A6M1Z4",44
"B2UYI0",44
"B1WTK3",44
"B5ED13",44
"C6E6Y6",44
"A4G3H1",44
"Q21DC6",44
"B8CNI0",44
"Q97A55",44
"A7FJE9",44
"B2JZQ2",44
"Q8ZFV7",44
"A9R622",44
"Q1CGZ2",44
"A4TKI3",44
"Q66C31",44
"B1JPT9",44
"Q12JA9",302
"Q7UCI7",302
"Q5RCD8",44
"O14983",44
"Q64518",44
"Q7PPA5",44
"Q09891",39
"Q2UFN7",2
"Q8BGE6",2
"A3LPA1",4
"A6USA4",91
"Q32M88",6
"P46864",153
"P50992",5
"Q0AJB2",148
"Q603U2",148
"Q15MU2",148
"A1T0Z1",148
"P50000",148
"Q02848",148
"P19483",148
"Q48AW2",148
"Q72E02",148
"A1VFJ3",148
"Q831A3",148
"B2GAU3",148
"B0SDA3",148
"B0SLC6",148
"O99015",148
"C3K1E8",148
"Q8XU74",148
"Q1GEU6",148
"Q0HD77",148
"Q0HPF9",148
"Q82J82",148
"B2FHZ0",148
"B8GRC0",148
"Q9C5A9",148
"A8ZNR6",148
"O03066",148
"P30399",148
"O03069",148
"O78491",148
"Q85V26",148
"A8YUK1",148
"Q7HHY7",148
"B9E8E6",148
"A0LDA0",148
"O03075",148
"Q6MS94",148
"A6Q4C0",148
"Q40612",148
"Q20EW8",148
"A2BYG3",148
"A4SC45",148
"O03080",148
"A8F2U0",148
"P00826",148
"P20858",148
"P42470",148
"Q8KAW9",18
"C1FQP4",18
"Q831A4",18
"Q02XA4",18
"B0UE40",18
"A1TD56",18
"Q82XP9",18
"B2J059",18
"P12408",18
"B4F0E6",18
"A4Y188",18
"C4K228",18
"B1XHY7",18
"Q3SF65",18
"C0R4Q0",18
"B0U599",18
"P32847",4
"O35789",8
"C6V5K2",1
"Q7N8N9",1
"P26163",58
"P11741",12
"B7N8L3",9
"B1J0W5",302
"A6X2G8",302
"B0KN18",302
"Q0INM3",6
"Q65CX4",6
"Q8RZL1",219
"Q25BW5",219
"Q0CTD7",35
"A1CMH6",35
"Q556U6",15
"P43583",4
"A5F4P6",3
"Q9KVI9",3
"C3LPZ6",3
"Q0SQK0",40
"O96553",68
"Q9VMS8",97
"Q1ZXL7",131
"Q55BU9",51
"Q54QD2",125
"P82711",16
"P48420",6
"P54283",2
"P54286",2
"P32796",14
"P09803",1
"P24503",1
"Q6URK6",1
"Q5DWV2",1
"Q8CI85",306
"P07452",313
"P07451",319
"Q92051",319
"P28491",1
"Q5BAH2",1
"Q2SL23",17
"Q9AU12",17
"Q7MAX5",17
"P24029",1140
"Q8VA41",480
"P24402",360
"P22535",3429
"P29178",964
"P18546",1140
"P07699",1
"Q8JJY5",789
"P69508",183
"P69507",183
"O41345",183
"P36849",1443
"P68946",425
"P68947",425
"Q1XDT6",32
"Q732I3",32
"P46537",32
"O25577",32
"A4TBY6",32
"A3CNI5",32
"Q9WVG6",1
"O08317",32
"Q8W3Z3",16
"Q8MKI5",72
"P70343",2
"P0C549",230
"Q0E4K1",230
"A2YH64",230
"Q8X1P0",228
"Q9EV50",230
"P10605",3
"P95608",416
"Q9R014",4
"P07154",4
"O91466",4
"Q9YMP9",4
"Q06770",105
"O26329",13
"Q13191",10
"P22681",10
"P15085",52
"B8NXS9",4
"Q63DJ6",7
"Q03Y57",7
"Q6LYP1",7
"Q59X94",131
"A4QVH4",141
"Q7SDV9",141
"P29016",1
"A8AE87",10
"Q7N6K3",10
"A3QDC9",10
"P43379",67
"Q9UYU5",2
"Q9FGR9",4
"A3PVQ7",804
"A1UC26",804
"Q1BCW7",804
"A6U901",804
"A5EM76",804
"Q89IK8",804
"Q058F3",804
"Q487Q9",804
"P18687",804
"C4XGI2",804
"B5Z6D1",804
"P10809",804
"P78012",804
"B4RRA1",804
"B3CQ26",804
"A0T0H6",804
"B4S6H2",804
"P95678",804
"Q93MH1",804
"A4WUL5",804
"Q30SX1",804
"A8Z640",804
"Q8PPZ1",804
"Q57PW7",6
"C0Q659",6
"P33665",3
"P14529",5
"Q06SE5",60
"Q5N5U2",60
"Q3AWT6",60
"Q9N2D2",2
"O75390",94
"Q10306",94
"Q6IR80",1
"Q97KG0",25
"Q7VNH1",25
"Q8U1S6",2
"P03616",180
"Q39U59",16
"A5IG02",8
"Q5WXZ6",8
"A9BIX4",14
"Q8NNJ8",68
"B1IZQ9",68
"Q8XWS3",68
"B9KQ95",68
"A7I4I0",8
"Q8TKW2",22
"Q59467",10
"Q22498",2
"Q08855",47
"Q4UJ69",47
"O47669",26
"Q38PR9",26
"Q38RY0",26
"P29880",26
"Q7IZ08",26
"Q9G1N5",26
"Q4JQI4",26
"Q5Y4Q4",23
"Q9ZZ61",23
"P48661",23
"Q95707",23
"O47699",23
"O46577",23
"O57525",87
"P56590",51
"P05177",40
"P10635",107
"P24461",54
"O93299",48
"Q64417",111
"O16805",48
"P44764",17
"P11435",48
"P18886",14
"Q494W8",13
"Q73WB6",230
"Q7PYI7",25
"Q16526",25
"Q60481",5
"Q5HPB7",10
"Q21346",8
"Q80TT8",5
"Q8XEH9",19
"B7L7S7",6
"A1JRM5",6
"Q5E9Z5",12
"Q7ZXS7",12
"P0CY49",50
"B2Y1Y9",28
"P29632",50
"O47723",50
"Q36324",50
"O20998",50
"Q5UVI6",50
"O78690",50
"Q34235",50
"Q950C6",50
"O47716",50
"Q34341",50
"Q508N2",50
"Q9T443",50
"Q94ZD1",50
"Q6XBW5",50
"Q9ZZT5",50
"P04165",64
"Q9G273",50
"Q94SZ7",50
"Q71E89",50
"Q956Z6",50
"Q9TDM5",50
"O20645",50
"Q8M708",50
"Q95920",50
"Q1ZYR2",50
"Q70XI6",50
"Q5UVI3",50
"O79465",50
"Q94Y71",50
"Q9B7W1",50
"Q8SJK6",50
"Q9T9C0",50
"Q36099",50
"Q9ZZ40",50
"P92857",66
"Q951T4",50
"Q94SJ5",50
"P81040",2
"A6MMD5",27
"A8W3D1",27
"Q0G9K6",27
"A5GRU7",27
"C4JUN6",80
"B7JAM6",22
"B5EQW2",22
"Q7VQH1",22
"B8D7V7",22
"B1Z7C5",22
"Q4UY08",22
"B0RPG6",22
"Q5NRM2",22
"A7ZQK7",11
"B1IU77",11
"Q23894",4
"Q9KA91",232
"A7GYB0",216
"Q9PK33",14
"B6JL09",216
"B0SCT0",220
"B0SL58",220
"A3CVI7",220
"Q1QL43",222
"Q8EQJ1",232
"A8GNF1",224
"Q87AT3",220
"Q668F7",222
"P57246",28
"Q1QSX7",24
"A7MI96",28
"A1ATI7",28
"B5F744",28
"B4TIG4",28
"B4T6J1",28
"A8G9M8",28
"B2SD81",2
"Q2YLB4",2
"Q579G4",2
"A9MCM7",2
"A5VVL2",2
"A9WVV8",2
"Q8FV99",2
"O93884",60
"P18030",102
"Q8IWE4",1
"P43099",2
"D3K0N9",6
"C1D8S5",9
"Q3K8D1",9
"A3M795",4
"B0B8X3",2
"Q3KKU6",2
"B0BAK2",2
"O84752",2
"Q47K40",8
"B5E7R1",2
"Q7NEK2",6
"A6T450",10
"A0AKW5",10
"A0L3L1",22
"Q7V8B4",10
"B5FQL2",12
"Q2YU05",8
"Q0I8Y1",2
"Q3BQR9",8
"Q7NRT1",9
"B5Z8H3",9
"B2KBN0",4
"Q7N932",4
"Q13X32",5
"A6LSI6",5
"B8G2P9",5
"B7N699",5
"B1LNG6",5
"C4Z0C8",5
"A6H103",5
"C5D3F4",5
"Q7MT48",5
"Q3K7C0",5
"Q5LR04",5
"B5YFX9",5
"B7VJU2",5
"Q8FNH1",12
"Q9CCG3",12
"Q68XT8",12
"A8ALC8",12
"A7ZHQ2",12
"B7LGM2",12
"B7N829",12
"B6HZD6",12
"Q5PD54",12
"B5BL88",12
"A8G9V4",12
"Q9ZK28",12
"P80319",135
"Q64I01",148
"P07262",148
"P38539",18
"Q8CMT7",54
"Q8TS38",4
"P49366",4
"O50105",4
"Q9Z207",2
"Q63XR8",13
"Q6N8V0",13
"Q8D8I6",13
"Q3APD2",15
"B0RBI1",15
"C0QGP6",15
"B5EC42",15
"Q9KWS7",15
"A1SPX5",15
"Q128K2",15
"Q7UM31",15
"A0KTS5",15
"B8ZLY9",15
"P95829",15
"C1CCQ8",15
"O29632",6
"A6WG40",6
"A4WH24",6
"Q97JS8",19
"B9KHN8",19
"A5VRG5",19
"A9AIK9",19
"A3MKU9",19
"A2SB66",19
"Q62JB9",19
"A1V575",19
"B9MK54",19
"B0B9Q4",19
"B0BBD3",19
"Q9RSQ5",19
"B8F314",19
"Q0AHH6",19
"A1B9F5",19
"Q3KFB2",19
"B3QFL8",19
"A4VVK7",19
"Q7U3P1",19
"P28719",19
"Q8BZN6",2
"P59764",2
"Q9C9U3",102
"C5PCZ0",16
"A7SLX5",4
"Q5B2Q1",4
"Q9Z7N8",13
"Q5HPS7",13
"Q6NGD8",135
"Q73P36",135
"O70736",93
"O57191",93
"Q9Z218",106
"Q6NYG8",10
"Q90635",37
"Q4VA61",2
"B0R384",3
"Q9HS70",3
"O57774",3
"A0RJ14",32
"C1ESV0",32
"A1A216",32
"B7NUY4",32
"A2RHI6",32
"B1J2R2",32
"B5F000",32
"Q8RAL7",32
"P0CN12",9
"P53063",9
"Q6FCG9",46
"Q8UC86",46
"Q64PY9",46
"A5EK49",46
"B8D932",46
"B8D7D6",46
"Q0SSC6",46
"Q24UG4",46
"B3E7B0",46
"P56139",46
"B7V7G3",46
"Q9KGU6",46
"Q1GGS3",46
"A8FY36",46
"B0V710",42
"B8D9P1",60
"B8D7Z3",60
"Q7NP63",60
"Q9JXV7",42
"A1VMD7",42
"A2C9X1",60
"Q7UWB7",60
"Q21F93",60
"A4Y4X0",42
"A1RLV3",42
"Q2JK64",60
"Q72H81",60
"Q0VDD8",8
"Q63164",8
"Q9NYC9",8
"Q9JJ79",8
"Q5U4C9",3
"P52401",9
"B5F9T4",252
"P03211",2
"P43084",117
"Q80Z60",3
"C0NM08",10
"C5G6U8",10
"Q59QD6",10
"P31018",10
"Q5A0M4",48
"Q088A4",50
"Q0HRE9",50
"B2WBM8",50
"A7Z0N4",50
"Q8KQB3",50
"Q7NQF0",50
"Q47JA6",50
"Q5WZL5",50
"Q2W2I8",50
"Q98QD8",50
"A4SCQ6",50
"C4K1P6",50
"A4XBP9",50
"B4U0V9",50
"Q30TP3",50
"A1U4R4",4
"C4L3G0",4
"Q65V95",4
"Q4A9R0",4
"A1VMR1",4
"A2BTX3",4
"B1AIT6",4
"Q9PQJ3",4
"Q7M904",4
"A1TN70",13
"B4RVI3",13
"B1YS73",13
"Q0BE16",13
"Q9Z7K8",13
"B5Y8J0",4
"A7HJI3",4
"B7KZG1",13
"A9W4G4",13
"P61337",13
"Q215E8",13
"B8E7R5",13
"A3D2K6",13
"A6WLA7",13
"A9KUK6",13
"Q83MV5",13
"B5ZC22",13
"Q0SZX8",4
"Q53871",2
"C5C0J3",11
"Q057A2",2
"B9KFF9",2
"Q11Q98",2
"B8G1W4",14
"Q250N4",14
"A5FIJ9",3
"Q2S8Z8",2
"A4G9U0",2
"A1TYJ5",5
"A5IYA9",9
"P48864",2
"A6LLL1",2
"Q28690",14
"Q86B20",1
"B4TQ44",36
"Q74K78",53
"P08734",53
"A7HCC4",53
"Q493N5",53
"B8GW68",53
"Q9A7J9",53
"P0DM31",53
"E6ER18",53
"Q5KVE7",53
"B3E2S8",53
"A8YUV4",52
"A5IDM2",53
"Q8ENP5",53
"A1APJ8",53
"Q7N835",53
"Q6KZN3",40
"A2BUI5",53
"B5FTU9",53
"Q82HH5",53
"P35016",28
"O18750",28
"P34071",59
"P10378",51
"O55026",86
"P19030",7
"Q91694",16
"Q91571",14
"O66963",53
"B2VCV6",53
"A5UDN8",57
"Q9LPV8",4
"Q5CG95",4
"Q9NCP1",4
"Q5CD84",4
"A5PJN2",3
"Q7S9B6",3
"Q8I034",239
"Q3T930",238
"Q05487",239
"B8DC56",28
"P41793",270
"Q9URU6",4
"Q9LYN8",2
"Q28901",15
"P19540",3
"B2HIM0",7
"Q88L02",9
"Q8DB47",9
"P83370",3
"Q03254",2
"Q6D2U2",1
"Q6BLF4",2
"Q6DCD1",88
"Q6K8Z4",2
"P39676",2
"P33573",133
"Q86VR8",3
"Q5RF88",2
"P40729",10
"Q0AI30",2
"P06175",1
"P34268",12
"B8H363",148
"P0CAT8",148
"P23915",2
"P13785",4
"O95466",4
"Q8UID0",7
"Q7VQC1",7
"B3EE18",7
"B2KCQ4",5
"A4G1G8",7
"B4RPX5",7
"Q9JWY9",7
"A2BWG3",5
"Q15ZY3",7
"Q1IH35",7
"C0ZZD9",7
"Q3K365",7
"P64137",7
"P64138",7
"Q5LYX4",7
"Q5M3I7",7
"B5ZBV9",7
"P15925",7
"Q7W4Z7",30
"A1BBS1",30
"A0JTZ0",26
"B8GC39",26
"Q823G2",30
"C3KT80",26
"A6LU44",30
"Q6NIZ6",30
"A9BWT7",30
"A6WF54",30
"A0PNP3",30
"B2A532",30
"A9BIV9",26
"B4S820",26
"A4WQ13",30
"B8E5F1",30
"A3D303",30
"A6WLP9",30
"Q12L99",30
"Q5M583",30
"Q67NB1",30
"C5BI30",30
"P14207",9
"Q02207",1
"B0C5D4",36
"B3GZD6",36
"B8G9X1",36
"B8F586",36
"A1BAN2",36
"Q2KDA9",36
"B6IVU4",36
"A4WVR6",36
"B9L1Z5",36
"P17412",55
"Q7MZY2",6
"Q3Z598",1
"O18728",6
"Q9QXW4",6
"Q5X9K7",42
"B1KTC6",42
"Q8XHL4",42
"C4ZBG8",42
"B0S0G1",42
"B3WEG3",42
"Q88W76",42
"B8IBS4",42
"Q8EJA7",42
"Q97CL3",42
"Q87HX2",42
"Q1H0Q5",12
"Q9ZM66",30
"B2XTF7",30
"C6VKW6",30
"Q88Z31",30
"D1CDT8",30
"Q8U526",9
"Q8ZGC7",9
"Q89AQ5",3
"Q83F12",3
"B5FTY1",34
"B5QWR0",34
"A9N2J1",34
"Q8XQE8",117
"Q8D2L3",117
"Q9WTS2",1
"Q829W3",252
"P80505",252
"P09672",240
"O14556",252
"Q9UR38",252
"P26988",252
"P0DJO7",240
"Q97BJ8",6
"Q43727",36
"A0QP90",36
"P34796",56
"P13375",56
"A5VNM7",56
"A3DBX9",56
"A0Q5P0",56
"Q6F1L2",56
"B2HED8",56
"Q1CX51",56
"Q1GTU1",56
"Q2FZU0",56
"Q8R924",56
"A7IEQ6",56
"Q7U2I0",302
"A1KF54",302
"A5TYV9",302
"P71989",302
"P03348",269
"Q79665",269
"Q87039",4
"P05892",261
"Q8C102",4
"O04706",4
"A9WYR3",46
"A3MNR6",46
"A2S8I9",46
"Q62MR4",46
"A1V776",46
"A3NQ45",46
"Q3JXC1",46
"Q63YJ9",46
"Q891I1",46
"A8LJ23",46
"Q3YSB0",46
"A4G1L4",46
"A6SUD7",46
"Q4R7R9",46
"A4SGD2",46
"Q4ZNS7",46
"C1C5H2",46
"Q30SH9",46
"B2V855",46
"Q6C0M4",46
"O51316",14
"B7J1R6",14
"Q2J6U8",14
"A2RHP6",14
"Q60CK9",14
"C7YPY3",14
"Q8ES77",14
"Q7TUK1",14
"Q8NZM1",14
"B2ILX7",14
"C1CPU6",14
"Q980Q3",14
"Q5JI77",82
"B1YAJ4",14
"Q83QY5",58
"P36320",15
"Q89IW2",80
"B2UU76",80
"Q65TR0",80
"Q0AM02",80
"P64208",80
"A1KPU4",80
"C1AI67",80
"A5U8T4",80
"P64207",80
"Q0K861",8
"Q5F9K6",8
"B1ZTR5",8
"Q07071",4
"Q7VET8",6
"A1KJP4",6
"C1APA9",6
"A6WSL1",6
"Q32BW5",6
"Q3AUM0",6
"A8FF41",14
"B1KWD5",14
"Q46VZ7",14
"A8LFB7",14
"A4IZK8",14
"A0AIE9",14
"B8ZQK6",14
"O32955",14
"Q8RCV9",14
"Q61598",2
"P50399",2
"Q8MPM1",20
"Q9VVX0",1
"P50127",81
"Q5NAZ7",7
"Q8FIT1",2
"Q57QM2",2
"A8A609",11
"P52353",1
"Q6BXN1",7
"Q15VD0",53
"Q8XT76",55
"A9MMA0",57
"Q57IT8",57
"P30924",7
"A8FKE8",25
"Q9PIE2",25
"Q9Z6U1",25
"A5EUT6",25
"B0S2Q1",25
"Q0ALR7",25
"B8ID24",25
"A4TEL0",25
"Q1D498",25
"Q3J826",25
"B2J997",25
"Q129M7",25
"P95575",25
"A8H745",25
"Q9WY28",25
"Q821Z7",6
"Q98LX5",6
"A8G7N0",15
"Q07VU6",15
"P38563",248
"P41320",248
"Q9KNJ2",248
"Q8G1U0",1
"B8J0H2",88
"O87924",88
"Q8XD23",30
"B2UL96",30
"Q8PJX7",16
"Q32L93",8
"P30679",38
"P91950",55
"P38410",56
"Q5JWF2",20
"P08148",1
"P54111",18
"Q20701",55
"O75487",3
"Q9CXY9",5
"Q46AE4",5
"Q3MF89",5
"A8FKM1",5
"A8HAE0",5
"Q67SW0",5
"Q8X529",24
"Q09537",20
"Q8GU95",4
"B2VHD0",12
"B7LVZ1",12
"Q0W468",8
"A6TLR3",8
"Q5P9L5",8
"Q2L1U0",8
"B8DNB9",8
"Q8YT80",8
"Q5LRL6",8
"A1S856",8
"B8CKS4",8
"B9DUB2",8
"Q8DF07",8
"Q0IFX5",41
"A4I9M7",41
"C1GGI6",41
"P37699",13
"P50401",27
"D5ECW5",51
"P14829",51
"P0C0R0",51
"P43701",29
"P03644",360
"Q38042",360
"Q9NYQ3",36
"Q5M939",1
"Q91C37",964
"P0C6I1",964
"Q69ZS7",3
"Q6AXM7",3
"P08631",14
"B1WRV9",20
"P80960",129
"P53973",30
"B0UU02",2
"C6DHY2",2
"Q7V1T7",2
"P42504",168
"P77969",168
"Q7VRM4",5
"B1IHD1",5
"C1D679",5
"Q1AUK3",5
"Q8E9H0",5
"B5XVR1",10
"Q11GB4",10
"Q7UZS3",10
"Q4KKQ4",10
"Q9ZC86",10
"A9N336",10
"Q8QPL1",647
"P09345",647
"Q9WCD8",647
"P26137",647
"P28081",16
"Q8U9F7",34
"O42479",34
"B7UKF5",34
"C5BD17",34
"B2VHX1",34
"Q2A406",34
"Q0BME1",34
"Q5YU18",30
"Q04KS4",34
"Q8DQ04",34
"Q5E6Q7",34
"Q8P3H6",34
"A9A623",5
"Q39J54",24
"Q9VKJ0",24
"Q00667",24
"B5ZZA8",24
"Q5GVE9",24
"Q41761",219
"A3N3V7",6
"B0BU47",6
"B8FLE8",6
"B9M8U7",6
"A3Q1A9",6
"P60806",6
"Q9SZ30",1
"C1DJC9",99
"B8GW12",99
"Q9A232",99
"Q7P0F3",99
"Q18C69",99
"Q28NK7",99
"B0SDS4",99
